mol_id,smiles,source_db,molecular_target,mechanism_class,best_ref_name,best_ref_id,adc_approved_ref,bystander_ref,ensemble_tanimoto,scaffold_match,scaffold_score,pharmacophore_score,composite_score,priority_tier,matched_pharmacophores,top5_refs,top5_scores,processed_at,valid_smiles,cytotox_hepg2,cytotox_hskmc,cytotox_imr90,cancer_potency_nci60,Protox_Class,Predicted LD50 (mg/kg)
ZINC79210997,C#CC[C@@H](OC(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1)C1CC1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4291,FALSE,0,0.4286,0.3002,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - Calicheamicin/Enediyne; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; BNC105,0.429; 0.401; 0.395; 0.345; 0.338,29:15.1,TRUE,0.338592383,0.029059175,0.278947306,0.793075869,,
CHEMBL177493,C=CCOc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)cc1,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6106,FALSE,0,0.2143,0.3482,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.611; 0.540; 0.539; 0.504; 0.426,12:01.5,TRUE,0.146459476,0.206160694,0.247773308,0.945080072,,
CHEMBL1165146,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccccc3C)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6944,FALSE,0,0.1429,0.3758,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.694; 0.429; 0.409; 0.404; 0.344,11:21.0,TRUE,0.100687933,0.075868315,0.089960715,0.967848366,,
ZINC48354234,COc1cc2cc(C(=O)N3CCc4[nH]c5ccccc5c4C3)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5218,FALSE,0,0.2143,0.3037,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.522; 0.518; 0.496; 0.444; 0.434,35:48.7,TRUE,0.193934794,0.127761658,0.207425504,0.519688584,,
CHEMBL3094109,COc1cccc(-c2cn(C/C=C\COc3cc4c(cc3OC)C(=O)N3CCC[C@H]3C=N4)nn2)c1,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5505,FALSE,0,0.1429,0.3038,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin SA; Vincristine,0.550; 0.383; 0.330; 0.330; 0.329,13:24.7,TRUE,0.029036748,0.006268386,0.028110995,0.991654196,,
m_240690____13768646____14038502,C=CCN(CC(=C)Br)C(=O)C1(N)CCOCC1(C)C,Enamine_REAL,DNA (crosslinks),DNA Crosslinker,Mitomycin C,67,No,Low,0.2518,TRUE,1,0.0714,0.4402,3,Tubulin (?ý) - Vinca/Auristatin,Mitomycin C; FR901464; Spliceostatin A; Thailanstatin A; MMAF,0.252; 0.252; 0.249; 0.246; 0.246,52:59.8,TRUE,0.050219327,0.061753621,0.278455464,7.19E-07,,
CHEMBL60670,CCCC(=O)c1ccc2[nH]c(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6208,FALSE,0,0.2143,0.3533,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.621; 0.598; 0.529; 0.528; 0.407,09:56.1,TRUE,0.140345524,0.069223798,0.234900545,0.76317948,,
ZINC81177567,CCC[C@H]1[C@@H](C)CCCN1C(=O)c1cc2c(OC)cc(OC)c(OC)c2[nH]1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4852,FALSE,0,0.4286,0.3283,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; KW-2189; Duocarmycin SA; CC-1065; Vindesine,0.485; 0.485; 0.479; 0.432; 0.373,33:14.6,TRUE,0.098194374,0.018407502,0.098764731,0.907600173,,
m_240690____20075960____21513484,C=C(Br)CN(C)C(=O)C1(N)CC(C)(C)OC(C)(C)C1,Enamine_REAL,DNA (crosslinks),DNA Crosslinker,Mitomycin C,67,No,Low,0.2638,TRUE,1,0.0714,0.4462,3,Tubulin (?ý) - Vinca/Auristatin,Mitomycin C; Spliceostatin A; FR901464; MMAE; Auristatin E,0.264; 0.254; 0.254; 0.253; 0.252,53:21.8,TRUE,0.090696577,0.053890118,0.286076379,4.40E-05,,
CHEMBL305093,CC#Cc1ccc2[nH]c(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6258,FALSE,0,0.2857,0.3701,3,Tubulin (?ý) - Vinca/Auristatin; DNA - Calicheamicin/Enediyne; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.626; 0.616; 0.542; 0.520; 0.395,09:56.1,TRUE,0.243714048,0.168622494,0.305146752,0.593896591,,
CHEMBL303135,CC(=O)N(C)c1ccc2[nH]c(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.6348,FALSE,0,0.2143,0.3603,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.635; 0.611; 0.549; 0.541; 0.411,14:47.9,TRUE,0.137540417,0.082971492,0.174455521,0.792328919,,
CHEMBL64796,CC(=O)Nc1ccc2[nH]c(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3ccccc35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.7007,FALSE,0,0.2143,0.3932,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; Duocarmycin A; CC-1065; KW-2189,0.701; 0.610; 0.540; 0.537; 0.402,14:47.9,TRUE,0.142678323,0.086333884,0.213750733,0.813246843,,
CHEMBL102093,CCCC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7984,TRUE,1,0.2857,0.7563,1,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.798; 0.676; 0.661; 0.618; 0.540,11:21.0,TRUE,0.190770082,0.207279517,0.327719638,0.990842015,,
CHEMBL5409848,CCOC(=O)N1C/C(=C\c2cc(OC)c(OC)c(OC)c2)C(=O)[C@@]2(C1)[C@H](c1cc(OC)c(OC)c(OC)c1)CN(C)[C@]21C(=O)Nc2ccccc21,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.4654,FALSE,0,0.3571,0.3041,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - PBD; Kinesin Eg5 (KSP); HSP90,Duocarmycin A; Vinorelbine; Vincristine; Vindesine; KW-2189,0.465; 0.461; 0.460; 0.457; 0.453,10:39.5,TRUE,0.110529396,0.048045494,0.213125309,0.846424578,,
ZINC05348265,COc1cc2[nH]c(C(=O)N3C[C@@]4(C)C[C@@H]3CC(C)(C)C4)cc2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin A,25,No,High,0.5097,FALSE,0,0.2857,0.312,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin A; Duocarmycin SA; KW-2189; CC-1065; Adozelesin,0.510; 0.496; 0.441; 0.425; 0.390,23:49.3,TRUE,0.128930611,0.04964646,0.122297689,0.79761786,,
CHEMBL1164604,COc1cc2c(cc1OC)C(=O)N1C=C(c3cn[nH]c3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6301,FALSE,0,0.1429,0.3436,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Anthramycin; Sibiromycin; Duocarmycin SA,0.630; 0.410; 0.378; 0.376; 0.349,12:01.5,TRUE,0.043635066,0.023463046,0.071061471,0.996311727,,
CHEMBL170895,COc1cc2c(cc1OCCC(=O)N1Cc3ccccc3C1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6446,FALSE,0,0.1429,0.3509,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; PNU-159682; Vincristine,0.645; 0.417; 0.352; 0.338; 0.335,11:21.0,TRUE,0.071624794,0.002712719,0.06364792,0.98557936,,
ZINC24823672,COc1cc2cc(C(=O)N3CCCC3)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5384,FALSE,0,0.2143,0.312,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin SA; Duocarmycin A; KW-2189; CC-1065; Tomaymycin,0.538; 0.526; 0.524; 0.412; 0.361,50:25.1,TRUE,0.069308158,0.003290208,0.109245468,0.119978704,,
ZINC05538898,COc1cc2cc(C(=O)N3C[C@@H](CCl)c4ccc(O)cc43)[nH]c2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6125,FALSE,0,0.2857,0.3634,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.613; 0.539; 0.522; 0.465; 0.390,11:46.5,TRUE,0.108038659,0.104643459,0.127696037,0.789900191,,
ZINC32909706,COc1ccc([C@H]2CCCN2C(=O)c2cc3cc(OC)cc(OC)c3[nH]2)c(OC)c1,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4866,FALSE,0,0.2857,0.3005,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; HSP90,Duocarmycin SA; KW-2189; Duocarmycin A; CC-1065; Adozelesin,0.487; 0.482; 0.470; 0.417; 0.369,55:25.7,TRUE,0.108476109,0.045406893,0.111502657,0.816090969,,
CHEMBL345141,COc1ccc2[nH]c(C(=O)N3CC4CC45C3=CC(=O)c3[nH]cc(C)c35)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,Adozelesin,28,No,High,0.7569,FALSE,0,0.2143,0.4213,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Adozelesin; Duocarmycin SA; CC-1065; Duocarmycin A; KW-2189,0.757; 0.719; 0.706; 0.595; 0.443,12:01.5,TRUE,0.301770507,0.163564331,0.486445533,0.858930081,,
ZINC59897073,COc1cc(OC)c2cc(C(=O)N3CCCc4cc(C(C)C)ccc43)[nH]c2c1OC,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5176,FALSE,0,0.2857,0.3159,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Tubulin (?ý) - Colchicine site; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.518; 0.482; 0.471; 0.467; 0.391,11:25.0,TRUE,0.281940524,0.140920624,0.293837977,0.851382947,,
CHEMBL1990101,COc1cc(OCCN(C)C)c2[nH]c(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5544,FALSE,0,0.2857,0.3343,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.554; 0.429; 0.425; 0.416; 0.396,09:14.5,TRUE,0.367673744,0.35067678,0.752673444,0.99365733,,
CHEMBL1165037,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(C(C)C)cc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.688,FALSE,0,0.1429,0.3726,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; Anthramycin; Duocarmycin A,0.688; 0.423; 0.396; 0.391; 0.340,37:11.2,TRUE,0.121370742,0.102935733,0.143992264,0.995569292,,
CHEMBL1165611,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc4c(c3)OCO4)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6694,FALSE,0,0.1429,0.3633,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; Anthramycin; Duocarmycin A,0.669; 0.413; 0.398; 0.386; 0.343,11:21.0,TRUE,0.082432504,0.048785801,0.078911258,0.981690913,,
CHEMBL1164676,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccncc3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6843,FALSE,0,0.1429,0.3707,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; Anthramycin; Duocarmycin SA,0.684; 0.417; 0.391; 0.390; 0.343,14:06.1,TRUE,0.048775312,0.030424799,0.076739372,0.982931349,,
CHEMBL3094107,COc1cc2c(cc1OC/C=C\Cn1cc(-c3ccccc3)nn1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5556,FALSE,0,0.1429,0.3064,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Duocarmycin SA; Vincristine,0.556; 0.381; 0.325; 0.324; 0.324,11:21.0,TRUE,0.028148476,0.005550262,0.027059367,0.978722307,,
CHEMBL437562,COc1cc2c(cc1OCCCCN1CCN(C3=NS(=O)(=O)c4ccccc4N3C(C)C)CC1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5245,FALSE,0,0.2143,0.3051,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Tesirine payload (SG3199); Vincristine; Tomaymycin; KW-2189; Vinblastine,0.525; 0.353; 0.351; 0.347; 0.343,09:14.5,TRUE,0.09197339,0.010289161,0.096471421,0.675241566,,
CHEMBL396876,COc1cc2c(cc1OCCCCN1CCN(C3=NS(=O)(=O)c4ccccc4N3c3ccccc3)CC1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5153,FALSE,0,0.2143,0.3005,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Tesirine payload (SG3199); Tomaymycin; Vincristine; KW-2189; Vinblastine,0.515; 0.343; 0.341; 0.341; 0.336,14:47.9,TRUE,0.160105859,0.046709512,0.134883366,0.614187261,,
CHEMBL1812757,COc1cc2c(cc1OCCCOc1ccc(-n3c(C)nc4ccccc4c3=O)cc1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5668,FALSE,0,0.1429,0.312,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Ispinesib; Tomaymycin; Belotecan; KW-2189,0.567; 0.398; 0.376; 0.360; 0.358,14:47.9,TRUE,0.172400334,0.126676377,0.132770375,0.994295123,,
CHEMBL37705,COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(N)c3ccccc43)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.6102,FALSE,0,0.2857,0.3622,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin; HSP90,KW-2189; Duocarmycin SA; Duocarmycin A; CC-1065; Vincristine,0.610; 0.522; 0.515; 0.449; 0.403,14:06.1,TRUE,0.347179016,0.296062031,0.640863398,0.898518604,,
CHEMBL102103,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)O)c35)[nH]c2c(OC)c1OC,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.8164,TRUE,1,0.3571,0.7796,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.816; 0.686; 0.661; 0.619; 0.533,10:39.5,TRUE,0.085398463,0.04589844,0.16354378,0.856236216,,
CHEMBL2409411,COc1ccc2[nH]c(C(=O)N3CC(CCl)c4c3cc(O)c3[nH]ccc43)cc2c1,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5408,FALSE,0,0.2143,0.3133,3,Tubulin (?ý) - Vinca/Auristatin; DNA - PBD; RNA Polymerase II - Amatoxin,KW-2189; CC-1065; Duocarmycin SA; Duocarmycin A; Adozelesin,0.541; 0.455; 0.438; 0.429; 0.416,12:43.2,TRUE,0.266237056,0.268954014,0.340324967,0.80020321,,
CHEMBL35948,COC(=O)c1c(C(F)(F)F)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)ccc4[nH]1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7288,TRUE,1,0.2857,0.7215,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.729; 0.643; 0.616; 0.593; 0.485,12:01.5,TRUE,0.248094364,0.492434518,0.411679253,0.978957602,,
CHEMBL1194359,COC(=O)c1c(C)[nH]c2c1C1C(=CC2OC(=O)N2CCN(C)CC2)N(C(=O)/C=C/c2ccc(OC)c(N)c2)C[C@H]1CBr,ChEMBL,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.5545,FALSE,0,0.2143,0.3201,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; DNA - Calicheamicin/Enediyne,KW-2189; Duocarmycin SA; CC-1065; Duocarmycin A; Vincristine,0.554; 0.463; 0.445; 0.426; 0.418,14:06.1,TRUE,0.099479198,0.067538091,0.311081401,0.401730231,,
CHEMBL166076,COC(=O)c1c(C)[nH]c2c1[C@@]13CC1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.87,FALSE,0,0.3571,0.5064,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,0.870; 0.706; 0.663; 0.631; 0.578,12:01.5,TRUE,0.173884366,0.172573491,0.277183205,0.867986574,,
CHEMBL101995,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cc1)C3=CC2=O,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.6488,FALSE,0,0.2143,0.3673,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; CC-1065; Adozelesin; Duocarmycin A; KW-2189,0.649; 0.562; 0.556; 0.530; 0.437,09:56.1,TRUE,0.147025261,0.232284503,0.206175435,0.956423911,,
CHEMBL550806,COC(=O)c1cccc2c1C(=O)C=C1N(C(=O)OC(C)(C)C)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.5224,FALSE,0,0.2143,0.3041,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; Duocarmycin A; CC-1065; Docetaxel,0.522; 0.453; 0.443; 0.442; 0.367,09:14.5,TRUE,0.091640024,0.026017697,0.132591012,0.317067718,,
CHEMBL2348585,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(OC)c(OC)c4[nH]3)CC3CC123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,1,FALSE,0,0.3571,0.5714,2,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; Duocarmycin A; CC-1065; Adozelesin; KW-2189,1.000; 0.716; 0.648; 0.616; 0.543,14:47.9,TRUE,0.270046162,0.21188816,0.415518668,0.765484968,,
CHEMBL1099157,COC(=O)c1cc2c([nH]1)C(=O)C=C1N(C(=O)c3cc4cc(S(C)(=O)=O)ccc4[nH]3)C[C@H]3C[C@]123,ChEMBL,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.7605,TRUE,1,0.2857,0.7374,1,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP),Duocarmycin SA; Adozelesin; CC-1065; Duocarmycin A; KW-2189,0.760; 0.624; 0.567; 0.551; 0.424,13:24.7,TRUE,0.083667505,0.185183194,0.112956628,0.635620933,,
ZINC12906204,COc1cc(OC)c2[nH]c(C(=O)N3CCN(CC(=O)N4C[C@H](C)C[C@H](C)C4)CC3)cc2c1,ZINC12,DNA (minor groove),Duocarmycin,KW-2189,29,No,High,0.4924,FALSE,0,0.2857,0.3033,3,Tubulin (?ý) - Vinca/Auristatin; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,KW-2189; Duocarmycin A; Duocarmycin SA; CC-1065; Vincristine,0.492; 0.455; 0.446; 0.388; 0.362,36:06.3,TRUE,0.034119332,0.001659397,0.053919493,0.074916144,,
ZINC04000511,COc1cc2[nH]c(C(=O)N3CCCC[C@@H]3c3cccnc3)cc2c(OC)c1OC,ZINC12,DNA (minor groove),Duocarmycin,Duocarmycin SA,26,No,High,0.4662,FALSE,0,0.3571,0.3045,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid; RNA Polymerase II - Amatoxin; Kinesin Eg5 (KSP); HSP90,Duocarmycin SA; KW-2189; Duocarmycin A; CC-1065; Adozelesin,0.466; 0.463; 0.450; 0.418; 0.380,20:33.9,TRUE,0.120913941,0.008783041,0.091859204,0.747440644,,
CHEMBL441779,COc1cc2c(cc1OC)C(=O)N1C=C(/C=C/C(=O)N(C)C)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.7223,FALSE,0,0.1429,0.3897,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Anthramycin; Tomaymycin; Sibiromycin; Duocarmycin A,0.722; 0.479; 0.451; 0.437; 0.354,13:24.7,TRUE,0.054510008,0.019147514,0.045790436,0.993334541,,
CHEMBL1164677,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc(OCCCN(C)C)cn3)C[C@H]1C=N2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.6663,FALSE,0,0.1429,0.3617,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; KW-2189; Anthramycin,0.666; 0.399; 0.375; 0.363; 0.357,12:01.5,TRUE,0.068580914,0.051613842,0.116411176,0.999391216,,
CHEMBL3094112,COc1cc2c(cc1OC/C=C/Cn1cc(-c3ccccc3OC)nn1)N=C[C@@H]1CCCN1C2=O,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5525,FALSE,0,0.1429,0.3048,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Vincristine; KW-2189; Duocarmycin SA,0.552; 0.384; 0.336; 0.335; 0.335,12:01.5,TRUE,0.098550107,0.01514733,0.063012306,0.995495263,,
CHEMBL126905,COc1cc2c(cc1OCC(=O)N[C@H]1C[C@H]3C=Nc4cc(OCc5ccccc5)c(OC)cc4C(=O)N3C1)N=C[C@@H]1CCCN1C2,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5592,FALSE,0,0.1429,0.3082,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; KW-2189; Vincristine; Vindesine,0.559; 0.407; 0.359; 0.355; 0.353,11:21.0,TRUE,0.080520378,0.011630751,0.070981501,0.958052281,,
CHEMBL1165591,COc1ccc([C@H]2C[C@H]3C=Nc4cc(OC)c(OC)cc4C(=O)N3C2)cc1,ChEMBL,DNA (minor groove),PBD Dimer,Tesirine payload (SG3199),21,Yes,High,0.5978,FALSE,0,0.1429,0.3275,3,Tubulin (?ý) - Vinca/Auristatin; Tubulin (?ý) - Maytansinoid,Tesirine payload (SG3199); Tomaymycin; Sibiromycin; Duocarmycin SA; KW-2189,0.598; 0.439; 0.349; 0.349; 0.346,09:56.1,TRUE,0.07320461,0.010757772,0.104394268,0.993679041,,
